node_id,labels
9606.ENSP00000501111,
9606.ENSP00000365075,
9606.ENSP00000290122,
9606.ENSP00000338369,
9606.ENSP00000003084,
9606.ENSP00000368244,
9606.ENSP00000259938,
9606.ENSP00000011292,
9606.ENSP00000417222,
9606.ENSP00000303963,
9606.ENSP00000365116,
9606.ENSP00000421725,
9606.ENSP00000387662,
9606.ENSP00000370767,
9606.ENSP00000380432,
9606.ENSP00000295108,
9606.ENSP00000312286,
9606.ENSP00000358223,
9606.ENSP00000488437,
9606.ENSP00000354280,
9606.ENSP00000233735,
9606.ENSP00000303206,
9606.ENSP00000377456,
9606.ENSP00000272324,
9606.ENSP00000250784,
9606.ENSP00000415011,
9606.ENSP00000287641,
9606.ENSP00000325564,
9606.ENSP00000222543,
9606.ENSP00000237014,
9606.ENSP00000342812,
